Zeit: 20.30°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  6759 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6761 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6763 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6765 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6767 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6769 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6771 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6773 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6775 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6777 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6779 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6782 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6784 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6786 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6788 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6790 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6792 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6794 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6796 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6798 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6800 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6802 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6804 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6806 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6808 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6810 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6812 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6814 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6816 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6818 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6820 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6822 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6824 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6826 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6828 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6830 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6832 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6834 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6836 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6838 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6840 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6842 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6844 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6846 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6848 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6850 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6852 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6854 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6856 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6858 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6861 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6863 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6865 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6867 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6869 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6871 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6873 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6875 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6877 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6879 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6881 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6883 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6885 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6887 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6889 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6891 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6893 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6895 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6897 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6899 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6901 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6903 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6905 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6907 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6909 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6911 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6913 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6915 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6917 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  6919 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  6921 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  6923 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  6925 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6927 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6929 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6931 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6933 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6935 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6937 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6940 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6942 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6944 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6946 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6948 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6950 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6952 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6954 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6956 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6958 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6960 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  6962 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6964 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6966 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  6968 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6970 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  6972 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6974 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6976 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6978 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6980 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6982 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6984 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6986 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6988 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6990 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6992 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  6994 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  6996 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  6998 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7000 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7002 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7004 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7006 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7008 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7010 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7012 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7014 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7016 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7019 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7021 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7023 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7025 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7027 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7029 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7031 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7033 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7035 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7037 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7039 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7041 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7043 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7045 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7047 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7049 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7051 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7053 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7055 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7057 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7059 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7061 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7063 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7065 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7067 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7069 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7071 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7073 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7075 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7077 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7079 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7081 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7083 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7085 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7087 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7089 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7091 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7093 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7095 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7098 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7100 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7102 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7104 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7106 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7108 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7110 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7112 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7114 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7116 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7118 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7120 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7122 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7124 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7126 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7128 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7130 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7132 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7134 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7136 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7138 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7140 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7142 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7144 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7146 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7148 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7150 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7152 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7154 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7156 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7158 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7160 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7162 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7164 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7166 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7168 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7170 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7172 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7175 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7177 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7179 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7181 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7183 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7185 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7187 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7189 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7191 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7193 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7195 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7197 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7199 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7201 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7203 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7205 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7207 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7209 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7211 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7213 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7215 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7217 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7219 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7221 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7223 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7225 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7227 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7229 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7231 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7233 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7235 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7237 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7239 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7241 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7243 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7245 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7247 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7249 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7251 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7254 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7256 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7258 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7260 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7262 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7264 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7266 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7268 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7270 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7272 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7274 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7276 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7278 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7280 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7282 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7284 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7286 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7288 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7290 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7292 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7294 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7296 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7298 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7300 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7302 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7304 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7306 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7308 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7310 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7312 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7314 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7316 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7318 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7320 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7322 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7324 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7326 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7328 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  7330 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7333 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7335 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7337 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7339 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7341 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7343 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7345 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7347 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7349 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7351 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7353 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7355 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7357 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7359 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7361 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7363 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7365 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7367 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7369 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:  7371 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 63.00%
